org.mybatis.jpetstore.web.actions.AccountActionBean,0.41802354623601623,4.217464778794939E-5,4.5951892681885715E-5,2.2490360188924928E-4,0.1373284857080748,0.13205848580852425,2.485330719127885E-4,0.31190827320472975,1.1964582838307521E-4
org.mybatis.jpetstore.web.actions.CatalogActionBean,1.3452380200664949E-4,4.801372549600834E-5,5.23139297414716E-5,0.12108508525968596,0.5137941949447028,0.15537651952546358,2.829424622938987E-4,0.20909019556374986,1.3621078685970486E-4
org.mybatis.jpetstore.domain.LineItem,2.779651184745623E-4,9.921025645144472E-5,1.0809572329615916E-4,0.042140353085740025,5.594663485501311E-4,0.28984439662897804,0.12021712059710128,3.236650694127272E-4,0.5464297271719957
org.mybatis.jpetstore.service.AccountService,0.4023533312337547,1.277923961169861E-4,1.3923773593686476E-4,6.814750493062822E-4,7.206467132058405E-4,0.3197482165786866,0.27544985243479264,4.1691188228977423E-4,3.625359759102403E-4
org.mybatis.jpetstore.domain.Category,6.828955178089337E-4,2.437364796819517E-4,2.655660010089259E-4,0.0012997669231973943,0.12916105346866638,0.852645368366151,0.01421498428256209,7.951696471350455E-4,6.914593137883703E-4
org.mybatis.jpetstore.web.actions.CartActionBean,1.7059659250554942E-4,6.088868914596216E-5,6.634200060765925E-5,0.04820893731462984,3.433634162730701E-4,0.22257926253061228,3.5881397360508054E-4,0.33858059168018295,0.3896312038024375
org.mybatis.jpetstore.service.CatalogService,2.603600026062117E-4,9.292670522839331E-5,1.0124940479423458E-4,0.11742299729276996,0.4097701056457512,0.2714868983412484,0.20029867206637433,3.031655150772062E-4,2.6362502614989965E-4
org.mybatis.jpetstore.domain.Cart,1.791763137294899E-4,6.395093072353959E-5,6.967850259924322E-5,0.41273914944656576,0.003713462249289243,0.16336388464758014,3.7685960874685973E-4,2.086345018347297E-4,0.41928520379893086
org.mybatis.jpetstore.domain.CartItem,4.4072496334438894E-4,1.5730188333667412E-4,1.7139015121332468E-4,0.00908588931602712,8.870565749771956E-4,0.48430118988472237,9.269720634039599E-4,5.13184088117292E-4,0.5035162910748577
org.mybatis.jpetstore.web.actions.AbstractActionBean,4.677265101769167E-4,1.6693917308202726E-4,1.8189057569462273E-4,8.90232006473059E-4,9.414031667168426E-4,0.4964678562623077,9.837641257199044E-4,0.4994265961832007,4.735919966281686E-4
org.mybatis.jpetstore.service.OrderService,1.5987865775982603E-4,5.706328450314769E-5,6.217398515687877E-5,0.22767529038265166,3.217911994096899E-4,0.14576925967635557,0.6226147715124802,0.003177887698553206,1.6188360312967452E-4
org.mybatis.jpetstore.domain.Order,9.30601787436299E-5,3.321468624998612E-5,0.8045561542152984,0.09943607974837079,1.8730421530169708E-4,0.09529586718885732,1.9573247055514723E-4,1.0836010423866979E-4,9.422719238449747E-5
org.mybatis.jpetstore.domain.Item,2.681999877414646E-4,0.35140350003836685,1.042982364910932E-4,0.005529152205691147,0.1410629219068787,0.27464325511639187,5.641021424224425E-4,3.1229446387093273E-4,0.22611227590214536
org.mybatis.jpetstore.domain.Account,0.1202691576554347,0.6131434622490414,8.909542105057479E-5,4.3606214971015695E-4,4.6112730797993266E-4,0.2646204652738943,4.8187696729609425E-4,2.667735111007401E-4,2.31979464491939E-4
org.mybatis.jpetstore.domain.Sequence,8.584034082690398E-4,3.06378090677443E-4,3.3381791861492727E-4,0.0016338141454022156,0.0017277269286261776,0.9272143180820591,0.06605684067549152,9.99532604113225E-4,8.691681467462454E-4
org.mybatis.jpetstore.web.actions.OrderActionBean,0.06903813859642577,3.8669039390242375E-5,0.12168294972235126,2.0620933894195366E-4,2.1806239640342196E-4,0.10486284701201821,2.2787469846564053E-4,0.703615548475469,1.0970072053441726E-4
org.mybatis.jpetstore.domain.Product,6.268255910165218E-4,2.2372421394581765E-4,2.4376139716132794E-4,0.0011930480557713718,0.18893284193959367,0.8060968357258668,0.001318395507006829,7.29881323021481E-4,6.346862466163395E-4
